,epoch_1_pred,epoch_1_labels
305,"[[-2.0658896   0.88187075 -3.539048   -0.7225565  -1.7305303 ]
 [-3.8913448  -1.0508847  -2.7981644  -0.7263449   4.104591  ]
 [-3.6026359   2.554652   -3.6128938  -3.7387679  -4.869495  ]
 [-3.0297194  -3.9984334  -2.169963   -0.14621302  2.5086613 ]
 [-1.0249548  -1.2967201   3.8173172  -3.2988205  -4.0879717 ]
 [ 1.2781811  -1.6660186   0.18042402 -2.5711186  -3.087751  ]
 [-4.4372973  -1.1463192  -2.930744   -0.73214716  2.6098251 ]
 [-1.7819616  -2.591496   -3.723029    2.1225462   3.9708967 ]]",[1 4 1 4 2 2 4 4]
306,"[[-2.148802   -2.3707972  -3.086297    1.2971014  -0.7791194 ]
 [-5.210442    3.4661477  -1.5913125  -0.92819697 -0.99939036]
 [-2.507813   -3.0899708  -2.97169    -0.6782473   0.51432484]
 [-0.5738696   5.745518   -1.097996   -2.4784062  -1.6663294 ]
 [-4.2954493  -0.71692747 -1.7211188   0.987814   -3.2555563 ]
 [-2.381299   -2.126518   -1.7669126  -0.13039069  3.9802854 ]
 [-1.2528465  -1.6882252  -3.4627938   0.28838462 -2.8763702 ]
 [-3.596211   -3.578885   -3.334995   -0.4695725   4.681571  ]]",[3 1 4 1 3 4 4 4]
307,"[[-3.3825397  -3.833933   -3.969676    3.705945   -1.509617  ]
 [ 1.2007574   0.36655802  3.2518106  -3.168251   -0.26898712]
 [-4.6204963   5.218891   -4.4004025  -1.6656486  -4.2700253 ]
 [-2.4655561  -1.8144293  -2.6379786  -1.4436711   5.049386  ]
 [-1.0609003  -2.6188421  -1.2746708   1.139836   -3.0531378 ]
 [-4.883535    0.77692413 -3.7038667  -1.0181174   3.9692302 ]
 [-1.6133835  -6.139728   -1.9803631  -1.6076505   2.1181402 ]
 [-3.8655975  -3.2466648  -3.255007    1.9386941  -2.190775  ]]",[3 2 1 4 3 4 4 3]
308,"[[-7.028779   -2.337816   -4.773998    0.92314607 -0.596013  ]
 [-4.3600655  -3.745075   -4.4567204   3.0723164  -2.4496899 ]
 [-2.4990423  -3.8880758   2.0743585   0.4727378  -0.9622309 ]
 [ 0.8953542  -3.667202    4.53405    -1.8974024  -2.6669812 ]
 [-0.26570097 -0.35760134 -0.7501829  -2.1513252  -2.4841182 ]
 [-1.680031   -3.416631    2.1329322  -2.5821447  -4.180167  ]
 [-0.7251212  -0.65728354 -2.227446   -0.48439026  1.9436167 ]
 [-0.8908776  -3.2354133   5.2180514  -2.8724825  -4.025749  ]]",[3 3 2 2 0 2 0 2]
309,"[[ 2.317502   -1.5116788   2.6586185  -2.2568173  -3.317065  ]
 [-0.31191906 -3.907789    1.1762614  -1.123772   -4.2710347 ]
 [-2.0302615  -4.5435405  -4.101372    2.7390223  -3.0236347 ]
 [-1.1186845  -4.533272   -1.5627693   0.91136336  3.4325352 ]
 [-2.1737585  -1.4629495  -1.9924694  -2.3007429  -0.8218568 ]
 [-2.2519863   3.02193    -2.7486715  -3.1143315  -2.306322  ]
 [ 0.9156093   1.1018442   2.8691154  -3.0965106  -3.2901292 ]
 [-3.9290407   0.37960503 -2.8922355  -0.5618817  -1.727655  ]]",[2 2 3 4 2 1 2 1]
310,"[[-0.86776435  3.88436    -0.5419571  -1.8080999  -4.285977  ]
 [-1.612443   -2.4607024  -2.5185626  -2.3944972   3.214934  ]
 [-0.6737403  -3.6446686   2.015162   -2.3976645  -2.7138665 ]
 [-2.1367831   2.1892178  -2.0971859  -4.058469   -5.471042  ]
 [-2.4345815   1.848277   -2.7773864  -1.1354094  -0.28809655]
 [-1.0279888  -4.5035505   2.1100602  -3.5930197  -4.333463  ]
 [-1.4196569  -4.600217   -3.5519495   3.3652651  -1.9196663 ]
 [-0.4018448  -2.9436507   0.8476269  -2.899014   -1.9854409 ]]",[1 4 2 1 1 2 3 4]
311,"[[-2.8519452   4.533529   -4.0533457  -1.9984297  -2.973827  ]
 [-1.9536054   3.417327   -0.28736922 -3.9221869  -5.8326616 ]
 [ 1.2155141  -4.6409063   3.9459565  -4.0958743  -3.2361493 ]
 [-1.0920308   0.7165416  -1.3599327   1.352784   -1.954814  ]
 [ 1.4518707  -3.2551231   3.1421733  -3.5283804  -3.7134476 ]
 [-2.368281    0.01153036 -3.3534217  -3.1072102   1.9060545 ]
 [-4.137848   -2.1980648  -4.9731975   4.7956634  -1.1086905 ]
 [-3.8092206  -1.3276849  -2.0986824   1.6710048  -1.7168461 ]]",[1 1 2 3 2 4 3 3]
312,"[[-1.7800279   3.1355891  -2.5023675  -3.0263083  -0.47898808]
 [ 1.0601087  -5.74254     3.7328398  -4.226035   -2.0529902 ]
 [-2.581968    1.2384548  -2.9530947  -2.5222971  -2.1361942 ]
 [-1.1467009  -4.4992075   3.319803   -2.5148804  -0.9105558 ]
 [-1.300726   -2.8801308  -1.5640754   3.282221   -1.907989  ]
 [-0.37970135 -0.59134936  3.830691   -4.079908   -2.8580885 ]
 [-0.30549344 -4.028476    2.7177103  -3.022097   -2.0691707 ]
 [-4.6110787   3.635222   -2.6751604  -1.5626549  -5.7164087 ]]",[1 2 1 2 3 2 2 1]
313,"[[-3.084575   -0.8639299  -2.1018083  -1.7303772   2.8031933 ]
 [-1.1527838   3.3420513  -2.7566707  -1.851645   -1.1630166 ]
 [-2.866216   -3.9245286  -3.2731822   1.8583558   1.0422008 ]
 [-3.312257   -2.688247   -0.36081755 -2.0514495  -3.454018  ]
 [-3.7157779   5.0615964  -4.852575   -1.312422   -2.7475815 ]
 [-1.8757224  -4.0038595   3.0853052  -0.47730336 -5.21673   ]
 [-3.0982885  -2.074525   -4.385484   -1.0499856   1.9980141 ]
 [ 1.5244336  -0.8360053  -0.26530123 -0.6938739  -3.0360036 ]]",[4 1 4 2 1 2 4 2]
314,"[[-0.37371245  0.23415957  2.0327241  -1.6081774  -2.9181259 ]
 [-3.0599136  -0.29322368 -4.104394    2.0853288   1.9360244 ]
 [-5.108099   -3.2902608  -3.7358036   0.25859767 -1.1819866 ]
 [-1.1693347  -0.67230135 -1.4390861  -3.0593011  -1.6874768 ]
 [-3.4096608  -2.0306418  -2.9255092  -2.0816293   3.3240378 ]
 [-4.188321    4.997745   -3.7141924  -2.8503704  -2.628116  ]
 [-3.9117663  -1.869145   -1.814297    3.5787885  -1.4468237 ]
 [-3.3954244  -1.9213823  -2.1204205  -2.6827388   4.9019604 ]]",[0 3 3 2 4 1 3 4]
315,"[[-2.6810472  -4.1433597   1.8215959  -3.0342534  -2.4030266 ]
 [-2.4274404  -2.341411   -2.8128393   3.0205486  -1.032636  ]
 [-3.9915626   0.46343058 -2.9745886  -1.0363947   0.49386406]
 [ 0.8692593  -3.6672883   2.2301846  -3.3738506  -2.2563033 ]
 [-4.3352904   3.6036196  -2.1826298  -0.49977916 -2.4313946 ]
 [-4.5320034  -4.1451387  -0.12111171  0.18832526  3.5193057 ]
 [-1.156154   -2.1749306  -0.10012468 -0.9436216   2.030475  ]
 [-4.5900326  -1.5365089  -3.630181   -0.49501643  4.521577  ]]",[2 3 4 2 1 4 4 4]
316,"[[-3.7645202  -0.7599917  -2.385872   -2.6177104  -1.7510818 ]
 [-3.2629561  -2.8449702  -1.9177293   1.3687435   3.4461238 ]
 [-3.4752207  -1.3508065  -3.4753075  -0.6588873  -0.5272882 ]
 [-3.7566366  -1.7566757  -2.8876808  -1.6084021   2.5818017 ]
 [-0.3581782  -1.6047316   0.8045213  -1.5801991  -2.737544  ]
 [-0.63548297 -3.0489295   1.3362588  -4.946655   -2.8637264 ]
 [-4.338243   -0.38234562 -2.6058629  -0.9687663  -3.5755115 ]
 [-3.768282    3.4405224  -3.4396443  -3.7332332  -1.2162466 ]]",[1 4 4 4 0 2 1 1]
317,"[[-3.3645425  -1.9605064  -0.43514422 -3.0724196   2.6171799 ]
 [-3.8397923  -1.828934   -4.3082857   4.1087995  -2.5772996 ]
 [-2.479105   -0.88501596 -3.1896882   0.2572722   3.6884334 ]
 [-3.6896567   5.9105616  -2.3811936  -2.7880642  -4.0655384 ]
 [ 1.6531638  -0.5253397  -2.3155038  -2.4955633  -3.858995  ]
 [-3.8863287  -2.2852407  -3.7278082   1.0277219   6.2042103 ]
 [-0.63451034  4.83608    -1.5047371  -1.2155509  -0.7124593 ]
 [-2.314076   -1.2137022  -5.1191773   2.648078   -1.961579  ]]",[4 3 4 1 0 4 1 3]
318,"[[-0.31941664 -2.9648807  -0.98182833 -0.21322364 -1.1768963 ]
 [-3.9232326   3.2414126  -2.8672757  -0.9353834  -3.8600686 ]
 [-4.0819206   2.31145    -1.4508767  -1.5662671  -0.57018226]
 [-2.393907   -1.7664194  -4.992748    3.6443799  -1.1660521 ]
 [-3.6863708  -3.0021198  -1.765093   -0.60300666 -0.30220625]
 [-2.7680855   2.5173283  -2.009677   -1.7852474  -3.779703  ]
 [-2.9868314   1.4138632  -2.2063081  -5.2104135  -4.348403  ]
 [-1.3049716  -3.20126     4.0193334  -5.435489   -4.3425503 ]]",[4 1 1 3 3 1 1 2]
319,"[[-0.85291916 -1.7370205   3.254082   -2.1199446  -3.9193394 ]
 [-3.7359087   1.6900152  -1.3853614  -2.8512402  -2.3958921 ]
 [-1.037421   -2.3839965   1.8331903  -2.8563333  -1.0347725 ]
 [-6.044055   -3.0841126  -3.0910037   4.09139    -3.576834  ]
 [-3.4062889   1.5016142  -2.3168392  -1.562529   -0.5374843 ]
 [-4.487978    5.34587    -1.8573647  -3.3313735  -2.56527   ]
 [-2.5799248  -0.5889007  -0.3008722  -1.8569627   1.2868221 ]
 [-4.3595653   1.2007207  -2.1893349  -0.89716345 -2.2589157 ]]",[2 2 0 3 1 1 4 1]
320,"[[-1.3958163   0.7345619   0.21970868  0.2968533  -0.86792475]
 [-2.779891   -2.200267   -1.8096794  -1.109326    4.490173  ]
 [-3.2450788  -0.15892793 -1.8600051   0.17592971 -2.401918  ]
 [-4.718171   -3.2851663  -3.6008785   2.6421797  -0.07386732]
 [-3.7194407   3.6671293  -2.2237744  -2.8959749  -5.722429  ]
 [-3.0083013  -2.2695029  -2.5691705   0.12379514  5.22752   ]
 [-3.877555    3.985702   -2.1218839  -3.7193801  -2.5786622 ]
 [-2.5786366  -1.678974   -3.0869346  -0.7897145   4.486599  ]]",[4 4 2 3 1 4 1 4]
321,"[[-4.1527624   2.67688    -2.8474257  -0.10610832 -2.9138196 ]
 [-2.378731   -2.7495122  -1.2585586   0.97428906  5.2325163 ]
 [-3.6482787   3.1024153  -5.055163   -1.0152074  -2.2232852 ]
 [-5.22846     3.3525448  -1.6217953  -2.781704   -0.16539432]
 [ 0.28718477 -4.0075936   3.7300518  -3.4169145  -3.0128376 ]
 [-1.8497376  -3.2578151   1.7230617  -2.525744   -3.4035344 ]
 [-1.5801746   0.02584302 -0.10486777 -1.788465    0.8042945 ]
 [-3.2926607   1.5719858  -1.7032822  -2.7490695  -1.1149092 ]]",[1 4 1 1 2 2 2 1]
322,"[[-2.6767447  -2.0733662   0.82237524 -3.2047303  -3.1820061 ]
 [ 0.79647714 -3.949786    2.988909   -4.8567157  -1.8780395 ]
 [-0.6309126  -0.7030226  -2.3117707   0.50854224  0.33710584]
 [-4.7264743  -1.4050475  -2.6594992   4.284124   -0.9277961 ]
 [ 0.15721299 -3.9658396   1.4478476  -1.7082599  -2.9665875 ]
 [ 0.7339967  -1.2520213  -1.2634032  -1.1682899  -2.8879259 ]
 [-2.842962    3.010548   -2.6176548  -2.3214688  -1.0650896 ]
 [-5.253432    4.541151   -3.2470307  -3.2740743  -1.1708196 ]]",[2 2 3 3 2 0 1 1]
323,"[[-0.9117621  -2.6600685   0.42402777 -2.1168022  -1.7294412 ]
 [-0.6131825  -1.7399312   4.870356   -2.6281586  -2.5759747 ]
 [-2.3249593   0.04128615 -0.01122139 -3.8324268  -1.1874547 ]
 [-1.7811122  -2.8315573   0.6783362  -2.6043174   3.266977  ]
 [-2.3189738  -2.5019407  -1.627413    0.43119997  0.11309376]
 [-2.5925925  -2.287513   -5.958323    2.9635677   1.3508811 ]
 [-1.2217002  -1.1860287   3.9960542  -3.989482   -2.2311249 ]
 [-3.3981009   4.6448255  -2.6504688  -4.561693   -2.8434958 ]]",[2 2 0 4 4 3 2 1]
324,"[[-3.8058915   2.5495243  -2.1878095  -4.4677424  -1.3400177 ]
 [-1.8911259  -1.647137   -1.2863396  -3.1539826  -0.37973598]
 [-2.4217744   2.595386   -0.44798762 -3.416488   -2.069382  ]
 [-2.0179284  -1.3750563   2.36026    -3.5905888  -5.0681977 ]
 [-3.2094097  -6.15647    -3.2730627   2.427761    1.0849279 ]
 [-4.6447563   1.6907467  -3.8285468  -2.5412219  -0.30457696]
 [-3.187148    0.37908673 -1.6691287  -0.8968738  -0.5992157 ]
 [-0.4576697  -3.4543664   1.8403493   0.19920729 -2.7781303 ]]",[1 3 1 2 3 1 1 0]
325,"[[-5.091326   -3.4902496  -3.2374012   1.1642735  -0.7163672 ]
 [-2.510892   -3.607641   -1.701786    1.4011483   3.4799309 ]
 [-3.3883038  -3.2965572  -4.0647774   3.1979554  -0.35058978]
 [-0.4943374  -2.6627133   2.0540476  -0.80370724 -0.9873418 ]
 [-1.7050838   1.3654629  -3.2122502  -4.51058    -0.05862149]
 [-1.8724111  -2.575261    3.6439018  -1.8910571  -1.0737466 ]
 [-0.95956284  0.91552377 -2.1502619  -2.228577   -1.4073265 ]
 [-3.3343198   5.1034584  -2.0632496  -3.9028056  -3.074371  ]]",[3 4 3 2 1 4 1 1]
326,"[[-2.0450482   3.1815693  -1.77568    -0.69647133 -1.2729388 ]
 [-3.8188214  -2.6681638  -1.6676781  -2.1864634   3.0147638 ]
 [-2.642886   -1.4201181  -0.27039734 -3.7282083  -1.38563   ]
 [-1.2461424  -0.18183807 -3.0592747  -4.670224    1.268285  ]
 [-2.7787278  -1.101467   -1.1212415  -3.4435282   3.2432382 ]
 [-1.2639891   2.7995172  -4.1248083  -4.7936864  -2.6368492 ]
 [-2.0747607  -3.5835514  -1.7326567  -1.4313359   2.2697122 ]
 [-2.6922686  -2.2538555  -3.006181   -1.850393    5.209581  ]]",[1 4 1 1 4 1 4 4]
327,"[[-1.8228135  -3.788057    4.606998   -2.0630264  -2.5111315 ]
 [-1.3062603  -3.6161988   1.370179   -2.6281073  -4.0679026 ]
 [-1.1165408  -3.3629062   1.4948066  -0.57010466 -0.36956376]
 [-1.618844    2.4695532   0.08173962 -4.896192   -3.4661555 ]
 [-2.4974115  -0.9698704  -3.760478    0.7746157  -2.5029402 ]
 [-4.5582986  -1.9109035  -2.673546    4.911502   -2.090821  ]
 [-2.9306927  -0.30891243 -0.44778973 -1.0245124   1.8163817 ]
 [-3.0844996  -0.6324695  -1.942176   -4.7229595  -2.1634977 ]]",[2 2 2 1 3 3 4 1]
328,"[[-2.8034637  -1.2658455  -3.0130675   0.02684269  3.1156678 ]
 [-0.7600997   1.5122727   0.10774112 -2.9060395  -3.0904212 ]
 [-3.4882393   2.3151312   0.43144947 -2.768884   -1.5953202 ]
 [-2.7392676  -0.52296716  2.1138582  -0.5310206  -1.0276206 ]
 [-5.2301497  -0.37558067 -3.1573782  -0.82366127  6.216341  ]
 [-3.289643   -1.3279494  -3.762117    2.878219   -0.9003653 ]
 [-1.111564    1.3341583  -1.2978203  -2.4462538  -2.604969  ]
 [-4.689173    5.150277   -3.6397836  -2.2637203  -0.19681853]]",[4 1 1 2 4 3 1 1]
329,"[[-3.5048058  -2.9927588  -1.5232337  -2.3781235   4.692818  ]
 [-4.17229     0.94959843 -1.7902088  -2.5079484  -3.040823  ]
 [-1.9710319  -3.779153    2.5224018  -2.5499537  -2.723262  ]
 [-2.861045    1.5926455  -1.2828958  -1.754042   -3.2140071 ]
 [-2.7466986  -3.0893261  -3.1368809   3.5610266  -3.260051  ]
 [-1.3384584  -1.9591092  -0.37832844 -3.3886805  -1.0668862 ]
 [-3.8270667  -2.2216992   3.192812   -1.144402   -4.8834105 ]
 [-1.7582577  -5.029723    2.3580866  -2.7547362  -3.269279  ]]",[4 1 2 1 3 2 2 0]
330,"[[-4.0810037  -1.1988348  -3.5702183  -1.5374036   4.5626664 ]
 [-2.2064085  -4.06405    -3.573727    5.336933    0.83738685]
 [-2.9990306  -2.8668628  -4.1500463  -0.4307525   4.553983  ]
 [-3.3298597   0.7859326  -1.8598298  -0.32590616  1.4031787 ]
 [-2.5792205   3.1944351  -2.9002995  -3.1893075  -2.2037022 ]
 [-2.7178266  -2.756304   -1.83418    -1.6988894   5.7902184 ]
 [-1.495825   -2.7046993  -3.1241808  -0.60633343  1.7286676 ]
 [-2.7605     -0.94222456 -2.0477931  -1.0343524   2.0435712 ]]",[4 3 4 4 1 4 4 4]
331,"[[-4.020641    5.453579   -2.8691225  -2.097911   -1.6766479 ]
 [-4.284985    2.4952533  -4.1716256  -3.2885835  -1.4876486 ]
 [-3.2817073  -3.0653205  -4.501242   -0.3804549   3.6042588 ]
 [-2.5477557   4.7894106  -2.775564   -4.02477    -4.5338955 ]
 [-0.94898564 -4.7500935   5.0191407  -4.934676   -5.284012  ]
 [-3.8244479  -1.5354793  -0.5481421  -3.5497174   1.4435881 ]
 [-2.702956   -2.6724582  -2.2484357  -2.0711288   3.6465433 ]
 [-1.5872875   3.5474389  -3.9174836  -2.47881    -3.1810212 ]]",[1 1 4 1 2 4 4 1]
332,"[[-3.3006043  -2.8902786   0.2019131  -0.886064    1.505614  ]
 [-1.1536876  -3.2617111   2.9080055  -5.2662888  -3.3620443 ]
 [-0.98919743 -0.31661218 -0.7777396  -2.7342765  -2.7627099 ]
 [-1.4545263   1.3596143  -0.6978528  -2.7455785  -2.899299  ]
 [-0.6944112   1.2535782   1.7517184  -0.19014631 -2.783664  ]
 [-3.249962    5.4278884  -4.6672206  -2.5262105  -2.811281  ]
 [-2.76146    -0.6327025   2.9766333  -3.2434182  -0.83420897]
 [-3.5377855  -0.55291015 -2.4969711   0.46771595  1.3655553 ]]",[4 2 0 1 4 1 2 4]
333,"[[-1.1815255   0.68758315 -4.8160324  -3.0798748   0.57635945]
 [-4.3515506  -3.9627893  -4.782643    4.010067   -0.56825423]
 [-3.84121    -4.9634986  -2.1129293   3.2424974   1.5639492 ]
 [-3.2317967   1.2099698  -2.4821637  -2.7366412  -3.1140313 ]
 [-3.3697693  -3.4044278  -2.3908641   5.4797826  -0.96800935]
 [-0.9961849  -2.2965763   3.4881449  -5.88883    -2.8422391 ]
 [-3.6406965  -3.5057435  -2.8205278   2.3589752  -1.6499183 ]
 [-4.381409   -0.8764531  -2.0804973  -1.9486613  -2.477403  ]]",[1 3 3 1 3 2 3 4]
334,"[[-1.7671468   2.4983902  -4.6761465  -1.2046943  -3.107905  ]
 [-4.2857695   4.579974   -4.3457465  -2.2443166  -2.1771207 ]
 [-2.8882196   3.528321   -1.1996154  -1.2293191  -1.3610702 ]
 [-5.8208065   1.0456984  -4.1898665   0.37645447  0.05067911]
 [-1.565512   -3.4264781  -1.4744823   1.1065012  -0.6623987 ]
 [-3.448435    4.5656214  -4.490389   -2.034546   -3.2920785 ]
 [-0.6970786  -0.45882386 -4.97347     2.9397821  -4.0794144 ]
 [-4.241534   -2.7697687  -2.3011985  -0.88043565  5.326728  ]]",[1 1 1 4 3 1 3 4]
335,"[[-4.5973682   3.2646348  -3.1982446  -2.9622679  -1.9438818 ]
 [-0.298146   -0.5697825   2.9979286  -2.7114246  -3.4325612 ]
 [-3.7835371  -1.6608891  -2.8879313  -0.88582915 -0.6753909 ]
 [-0.36167932 -3.0002413  -0.23559557 -1.8185644  -1.4805622 ]
 [-4.0596185   2.9684558  -5.308085   -0.8966641  -1.7854729 ]
 [ 2.4867501  -1.2378491   1.662295   -4.7750206  -3.7475212 ]
 [-3.6758716  -1.5163882  -2.9526217  -1.5736496   4.5662556 ]
 [-4.2983437   4.4763365  -2.5552983  -2.4006898  -1.3905687 ]]",[1 2 3 2 1 0 4 1]
336,"[[-4.3431907  -2.6161785  -4.2559466   4.5022774  -1.0761286 ]
 [-2.5625386   2.6616178  -3.8035645  -0.99759614 -1.0424236 ]
 [ 0.3221711  -4.331998    0.85721934 -2.8705213  -2.718907  ]
 [-0.18957624 -5.123295    4.4699955  -2.167588   -2.9139445 ]
 [-4.40624    -3.5979497  -3.705971   -1.292917    3.1856806 ]
 [-3.7000175   4.1507916  -2.270441   -3.116707   -2.4740472 ]
 [-0.9688498  -1.3075161   4.2153416  -1.4413849  -3.4807277 ]
 [-3.3564453  -2.5425792   1.3371837  -1.6660038   2.0987992 ]]",[3 1 0 2 4 1 2 4]
337,"[[ 0.4312549  -2.2783413   3.698613   -1.7006884  -0.93993574]
 [-4.1330714  -0.16943684 -3.253806   -1.8099086   3.2784271 ]
 [-5.674124    0.27654192 -1.7652993   0.35393828 -1.6222092 ]
 [-5.392751   -2.3015394  -5.0287666   3.5902545   1.2537489 ]
 [-5.3397627   4.435133   -4.8093834  -4.7697916  -2.5542195 ]
 [-1.6397084   0.79502296 -0.73941207 -3.392407   -1.8095533 ]
 [-3.9298484  -3.2853606  -4.46382     1.9998806   4.571301  ]
 [-0.22428708 -4.1182303   4.941508   -3.2673512   0.2908758 ]]",[0 4 4 3 1 1 4 2]
338,"[[-0.99473256 -5.9587774  -1.3698351   1.4518106  -2.264885  ]
 [-3.9778407   0.34865326 -4.101106    3.3357425  -1.0100042 ]
 [-3.9961567   1.297079   -1.913398   -1.987979    4.156553  ]
 [-5.4580426  -2.0335138  -3.1512856   0.2714789   4.888246  ]
 [-3.6196234  -0.36598507 -4.2260323  -2.724729   -0.8841828 ]
 [-2.048806   -3.4426043   2.268216   -2.0659118  -2.3075604 ]
 [-1.1982502   0.73367286 -2.2949526  -1.0965662  -0.29141352]
 [-1.9564931   3.7419086  -2.7050295  -2.769919   -0.62353694]]",[3 3 4 4 4 2 1 1]
339,"[[-1.5327284  -0.5602083  -0.31531188 -3.1082172  -3.4103205 ]
 [-2.7980287   4.936868   -3.6983628  -2.0273066  -2.4505706 ]
 [-6.266669   -3.0173602  -2.8720713   1.1698213   3.1638544 ]
 [-3.623302   -2.8445623  -2.8298976   1.4201387   3.5410278 ]
 [-4.402153    3.7060726  -1.510841   -3.163969   -4.899722  ]
 [-1.3302983   4.8929205  -3.895417   -4.3950677  -2.6656518 ]
 [-4.01852    -1.5457097  -3.3114045  -0.17647697  3.328954  ]
 [-3.3507364   3.677218   -2.051649   -4.047342   -3.073659  ]]",[0 1 3 3 1 1 4 1]
340,"[[ 0.07072297 -6.3135643   2.4972947  -4.271889   -2.4198256 ]
 [-0.43817085 -3.6241636   1.2615596  -2.4841151   0.8378344 ]
 [-4.6979723   0.25026622 -3.6399686   1.6962504   0.04015883]
 [-2.1049201   2.9881713  -0.49416047 -2.4600952  -1.8955868 ]
 [-0.64292574 -0.98589766  4.838338   -5.1021466  -1.9065685 ]
 [-1.5400779  -0.21894553 -3.2606652  -2.0513403   3.2158656 ]
 [-3.5828595  -2.9117935  -4.297424    1.3331617  -0.03655351]
 [-0.35490996 -3.9577742   1.3982576  -2.8114522  -2.283404  ]]",[2 0 3 1 2 4 3 2]
341,"[[-3.2355127  -1.5933719  -4.1314206  -0.74390286  5.739063  ]
 [-2.2588854  -2.937412    0.9407558  -3.8865225  -4.013928  ]
 [-2.0351603  -3.6805623   3.8676853  -2.9940221  -2.4920337 ]
 [-3.0223598   5.299007   -2.312691   -1.9537688  -4.6716747 ]
 [-2.3696578   2.8371253  -2.179602   -2.3957813  -3.94451   ]
 [-2.9985797  -2.0584087  -4.422691    0.9349122   6.0737157 ]
 [-2.7257698  -4.0857143  -2.9835532   4.425213   -2.2601085 ]
 [-3.232175   -2.9408433  -3.734247   -0.20457862  3.9818594 ]]",[4 2 2 1 1 4 3 4]
342,"[[-3.3001971   0.634656   -2.6066632  -2.2860076   2.2449272 ]
 [-5.1544266   3.8952231  -3.1595638  -2.8646064  -2.298777  ]
 [ 1.1034276  -4.4503045   3.4321363  -3.2707205  -0.87690187]
 [-2.9151258  -4.607685   -3.5022016   1.2944449  -1.082474  ]
 [-2.514928   -4.0017858  -3.4718397   2.4032233   2.8399043 ]
 [-3.254005   -2.3728108  -2.5386596  -1.7793033   4.0366964 ]
 [-3.3796659   3.4656997  -3.5483131  -3.898085   -1.2608949 ]
 [-3.3461132   3.3517082  -2.3765442  -3.6021202  -2.784872  ]]",[4 1 2 3 4 4 1 1]
343,"[[-2.7467804  -1.7178369  -3.7098467  -1.8018486   4.4988375 ]
 [-1.5522957  -0.53372884  2.085499   -1.4001386  -4.187303  ]
 [-0.6112265  -3.8646657   2.6514745  -5.3848724  -3.8827436 ]
 [-1.0098373  -1.3116931  -3.0702984  -0.05890073 -1.7266346 ]
 [-4.439121   -3.6411352  -4.4838467   0.03989514  3.1284199 ]
 [-3.3851721  -0.13375138 -3.669378   -1.9774045   4.300123  ]
 [-1.2275591  -0.0431199   4.5632277  -2.7577488  -4.298047  ]
 [-0.7360255  -1.2488259  -0.91021824 -1.1146516  -1.1721985 ]]",[4 2 2 3 3 4 2 4]
344,"[[-4.134867   -2.075933   -3.8640409  -1.0115548   4.046609  ]
 [-2.84495    -2.5096927  -5.5549865   4.1141114  -1.8307873 ]
 [-3.202606   -2.1439438  -2.8107867  -2.1270466   4.000511  ]
 [ 0.8256764  -2.5399652  -3.1209059  -2.7424324  -2.7670724 ]
 [-0.79583246  4.347614   -3.7401743  -4.3544374  -2.9402313 ]
 [-4.0845494  -5.5425158  -3.2719173   4.971076   -0.71511596]
 [-2.5307052  -2.7452765   2.0622     -4.132464   -0.83180696]
 [-3.9754689   3.7272682  -4.3749447  -1.4092106  -1.2557486 ]]",[4 3 4 0 1 3 2 1]
345,"[[-5.896281   -1.6073983  -3.1304626  -1.3092692   3.8549674 ]
 [-0.20906286 -3.3509905   0.5120948  -0.74568707 -4.2565565 ]
 [-0.5243104  -4.6569304  -4.3419657   5.319128   -0.5310194 ]
 [-3.1082094  -1.42202    -2.528865   -0.22216547  3.9313567 ]
 [-4.864663   -5.440685   -2.8983798   3.4462116  -2.9545443 ]
 [ 1.1365653  -4.6041856   2.6658366  -4.2518296  -1.1845897 ]
 [-1.9677464  -4.3446846  -2.4482005   3.032178   -3.3168786 ]
 [-4.463112    3.2042792  -2.985476    0.09711674 -0.98993737]]",[4 0 3 4 3 2 3 1]
346,"[[-0.46175724  3.7852376  -4.3133316  -4.3240485  -3.9150999 ]
 [-2.6391299  -0.5233065  -2.710541    0.59626406  1.7360764 ]
 [-4.062287   -1.3997195  -3.871029    1.2679307   1.706854  ]
 [ 1.0106819  -1.3476729   2.5723183  -2.8561118  -4.599267  ]
 [-4.0646877  -5.6921067  -3.7446609   4.339062   -0.3633381 ]
 [-2.671344   -2.2246716  -3.8416965   3.6845627  -0.81773686]
 [-5.401181   -0.34361744 -5.002015   -2.8858602   1.4827302 ]
 [ 1.4074457  -1.587697    0.8504253  -3.934314   -5.683767  ]]",[1 1 4 2 3 3 4 0]
347,"[[-4.159257   -2.4401786  -2.994422    0.5839155   2.4456308 ]
 [-1.6426984  -3.1262016  -3.1187692  -0.7414093   3.5252857 ]
 [-4.323114   -3.1716805  -3.2922559   1.9928998  -0.54434717]
 [-2.255299    2.7601848  -2.5607152  -1.4992198  -1.2431686 ]
 [-1.8964561   0.33487815 -5.641637    2.9581695   0.5578948 ]
 [-1.1080412  -4.693435   -1.4809533   0.71439844 -0.02386315]
 [-3.0097928  -3.0754411  -2.5149815  -0.70184445  4.2338176 ]
 [-0.31085682 -2.322945   -2.3756618  -1.944054    1.0191383 ]]",[4 4 3 1 3 4 4 4]
